CHEMBL1165588,5.130011949671903,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccccc3C#N
CHEMBL1163680,3.778151250383643,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cc(F)cc(F)c3
CHEMBL1165469,4.3598354823398875,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)c(F)c3
CHEMBL1163486,2.9030899869919433,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3
CHEMBL1164556,4.309630167425898,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3
CHEMBL1468325,4.12057393120585,Fc1cccc(F)c1C(=O)N2CCC(CC2)C(=O)c3ccccc3
CHEMBL1164911,4.161368002234974,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3Cl
CHEMBL1163879,4.33041377334919,COc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3
CHEMBL1164649,4.060697840353611,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(OC(F)(F)F)cc3
CHEMBL1164374,4.489958479424835,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3
CHEMBL1164653,4.1003705451175625,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(Cl)cc3
CHEMBL1608626,3.7634279935629364,CCOc1ccccc1C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3
CHEMBL1163672,4.459392487759231,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cccc(Cl)c3
CHEMBL1576801,3.6720978579357166,Cc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(C)cc3
CHEMBL1163767,5.159867847092566,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccccc3OC(F)(F)F
CHEMBL1164745,4.0413926851582245,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cccc(OC(F)(F)F)c3
CHEMBL1460133,4.4698220159781625,Clc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccccc3
CHEMBL1372620,3.9684829485539352,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3c(C)cc(C)cc3C
